1	1	0
1	1	13
1	1	6
1	1	10
1	1	4
1	1	12
1	1	14
1	1	9
1	1	2
1	1	0
2	1	13
2	1	11
2	1	12
2	1	3
2	1	13
2	1	10
2	1	7
2	1	9
2	1	1
2	1	11
10	1	19
10	1	29
10	1	20
10	1	25
10	1	25
10	1	27
10	1	20
10	1	30
10	1	27
10	1	19
11	1	21
11	1	23
11	1	19
11	1	25
11	1	21
11	1	26
11	1	22
11	1	24
11	1	32
11	1	29
12	1	28
12	1	26
12	1	30
12	1	33
12	1	30
12	1	26
12	1	32
12	1	23
12	1	24
12	1	22
177	1	96
177	1	77
177	1	85
168	1	76
168	1	87
168	1	75
191	1	96
191	1	90
191	1	93
189	1	75
189	1	90
189	1	91
190	1	87
190	1	79
190	1	88
188	1	79
188	1	91
188	1	97
167	1	75
167	1	76
167	1	79
178	1	92
178	1	77
178	1	74
179	1	81
179	1	78
179	1	86
166	1	82
166	1	79
166	1	79
180	1	90
180	1	90
180	1	93
169	1	74
169	1	91
169	1	75
182	1	90
182	1	96
182	1	76
193	1	95
193	1	86
193	1	89
192	1	90
192	1	95
192	1	93
170	1	93
170	1	76
170	1	78
176	1	81
176	1	87
176	1	81
187	1	96
187	1	77
187	1	74
165	1	87
165	1	78
165	1	94
181	1	91
181	1	97
181	1	82
171	1	79
171	1	78
171	1	81
184	1	75
184	1	83
184	1	80
194	1	91
194	1	82
194	1	96
172	1	93
172	1	80
172	1	78
173	1	92
173	1	88
173	1	82
183	1	89
183	1	74
183	1	94
195	1	87
195	1	88
195	1	90
175	1	86
175	1	90
175	1	88
196	1	97
196	1	79
196	1	89
174	1	80
174	1	74
174	1	78
186	1	93
186	1	91
186	1	95
185	1	78
185	1	94
185	1	93
197	1	75
197	1	96
197	1	74
314	1	107
314	1	103
314	1	107
314	1	111
314	1	101
314	1	103
433	1	114
433	1	125
423	1	125
423	1	119
415	1	115
415	1	123
426	1	117
426	1	124
412	1	115
412	1	115
413	1	114
413	1	116
431	1	117
431	1	114
427	1	115
427	1	119
425	1	117
425	1	127
429	1	128
429	1	128
434	1	114
434	1	117
422	1	118
422	1	117
421	1	128
421	1	127
428	1	128
428	1	116
419	1	117
419	1	119
418	1	116
418	1	121
432	1	116
432	1	120
411	1	127
411	1	125
416	1	114
416	1	116
417	1	127
417	1	123
414	1	124
414	1	126
424	1	123
424	1	127
420	1	127
420	1	115
430	1	124
430	1	117
9	9	28
9	9	30
9	9	23
9	9	20
9	9	31
9	9	24
9	9	30
9	9	23
9	9	23
9	9	28
8	9	30
8	9	31
8	9	25
8	9	28
8	9	23
8	9	27
8	9	24
8	9	30
8	9	33
8	9	28
7	9	21
7	9	24
7	9	22
7	9	29
7	9	21
7	9	29
7	9	26
7	9	24
7	9	19
7	9	24
75	9	88
75	9	91
75	9	90
85	9	91
85	9	77
85	9	76
74	9	86
74	9	87
74	9	93
86	9	95
86	9	96
86	9	86
64	9	89
64	9	75
64	9	96
63	9	78
63	9	94
63	9	75
87	9	82
87	9	88
87	9	76
84	9	96
84	9	87
84	9	75
98	9	95
98	9	94
98	9	94
342	9	128
342	9	123
349	9	123
349	9	115
343	9	123
343	9	119
361	9	120
361	9	126
348	9	118
348	9	124
354	9	126
354	9	128
358	9	119
358	9	114
344	9	126
344	9	118
345	9	114
345	9	126
355	9	127
355	9	116
352	9	114
352	9	121
357	9	123
357	9	116
356	9	124
356	9	127
350	9	115
350	9	126
360	9	114
360	9	119
362	9	114
362	9	116
353	9	125
353	9	116
347	9	119
347	9	115
351	9	122
351	9	114
339	9	117
339	9	118
340	9	124
340	9	120
346	9	118
346	9	127
341	9	116
341	9	115
359	9	125
359	9	128
17	17	38
17	17	46
17	17	51
17	17	42
17	17	53
17	17	50
17	17	38
17	17	48
17	17	42
17	17	35
16	17	46
16	17	44
16	17	39
16	17	53
16	17	37
16	17	51
16	17	48
16	17	51
16	17	39
16	17	53
20	17	58
20	17	69
20	17	70
20	17	67
20	17	67
20	17	61
20	17	62
20	17	70
20	17	64
20	17	69
0	169	7
0	169	9
0	169	8
0	169	9
0	169	6
0	169	6
0	177	2
0	177	10
0	177	0
0	177	2
0	177	8
0	177	0
0	185	9
0	185	8
0	185	8
0	185	6
0	185	7
0	185	6
0	193	5
0	193	6
0	193	2
0	193	9
0	193	6
0	193	10
1	169	60
1	169	158
1	169	203
1	169	130
1	169	22
1	169	230
1	169	190
1	169	144
1	169	201
1	169	113
2	169	362
2	169	259
2	169	189
2	169	368
2	169	165
2	169	278
2	169	352
2	169	323
2	169	136
2	169	200
1	177	129
1	177	150
1	177	384
1	177	363
1	177	361
1	177	58
1	177	117
1	177	290
1	177	165
1	177	286
2	177	355
2	177	100
2	177	259
2	177	53
2	177	201
2	177	84
2	177	207
2	177	357
2	177	343
2	177	55
2	185	204
2	185	190
2	185	212
2	185	243
2	185	276
2	185	269
2	185	351
2	185	57
2	185	322
2	185	170
1	185	17
1	185	268
1	185	334
1	185	46
1	185	191
1	185	268
1	185	290
1	185	68
1	185	151
1	185	93
2	193	272
2	193	254
2	193	17
2	193	102
2	193	241
2	193	49
2	193	209
2	193	134
2	193	286
2	193	294
1	193	82
1	193	63
1	193	26
1	193	86
1	193	229
1	193	100
1	193	121
1	193	359
1	193	336
1	193	322
4	105	473
4	105	396
4	105	474
4	105	394
4	105	476
4	105	471
4	105	414
4	105	489
3	105	414
3	105	448
3	105	416
3	105	443
3	105	478
3	105	449
3	105	475
3	105	407
3	113	436
3	113	482
3	113	405
3	113	412
3	113	468
3	113	401
3	113	480
3	113	427
4	113	467
4	113	405
4	113	408
4	113	395
4	113	435
4	113	468
4	113	461
4	113	436
3	121	418
3	121	487
3	121	469
3	121	462
3	121	474
3	121	457
3	121	425
3	121	404
4	121	407
4	121	488
4	121	393
4	121	431
4	121	398
4	121	417
4	121	397
4	121	400
4	129	476
4	129	472
4	129	418
4	129	481
4	129	478
4	129	489
4	129	479
4	129	443
3	129	460
3	129	440
3	129	474
3	129	478
3	129	482
3	129	436
3	129	484
3	129	460
6	249	462
6	249	415
6	249	448
6	249	417
6	249	414
6	249	419
6	249	451
6	249	477
5	249	452
5	249	427
5	249	425
5	249	471
5	249	469
5	249	473
5	249	432
5	249	424
5	257	423
5	257	423
5	257	482
5	257	452
5	257	409
5	257	466
5	257	400
5	257	411
6	257	402
6	257	489
6	257	432
6	257	420
6	257	430
6	257	407
6	257	415
6	257	475
5	265	401
5	265	404
5	265	414
5	265	399
5	265	452
5	265	419
5	265	468
5	265	463
6	265	445
6	265	475
6	265	415
6	265	405
6	265	487
6	265	454
6	265	395
6	265	455
6	273	479
6	273	415
6	273	443
6	273	415
6	273	464
6	273	461
6	273	430
6	273	484
5	273	408
5	273	451
5	273	420
5	273	468
5	273	463
5	273	470
5	273	476
5	273	392
7	57	729
7	57	825
7	57	622
7	57	491
7	57	862
7	57	498
7	57	496
7	57	507
7	57	499
7	57	801
8	57	543
8	57	856
8	57	659
8	57	701
8	57	503
8	57	771
8	57	534
8	57	720
8	57	560
8	57	640
9	57	831
9	57	552
9	57	548
9	57	689
9	57	854
9	57	756
9	57	604
9	57	530
9	57	551
9	57	780
9	65	599
9	65	800
9	65	732
9	65	650
9	65	859
9	65	703
9	65	737
9	65	681
9	65	552
9	65	689
8	65	495
8	65	671
8	65	528
8	65	859
8	65	832
8	65	578
8	65	709
8	65	750
8	65	767
8	65	814
7	65	504
7	65	795
7	65	792
7	65	639
7	65	674
7	65	596
7	65	555
7	65	712
7	65	665
7	65	865
8	73	514
8	73	651
8	73	845
8	73	737
8	73	756
8	73	837
8	73	532
8	73	660
8	73	533
8	73	836
9	73	753
9	73	584
9	73	558
9	73	570
9	73	540
9	73	808
9	73	668
9	73	802
9	73	620
9	73	772
7	73	507
7	73	825
7	73	797
7	73	659
7	73	795
7	73	627
7	73	667
7	73	823
7	73	613
7	73	505
8	81	822
8	81	664
8	81	676
8	81	520
8	81	817
8	81	667
8	81	726
8	81	780
8	81	586
8	81	725
7	81	695
7	81	827
7	81	771
7	81	730
7	81	507
7	81	660
7	81	812
7	81	786
7	81	801
7	81	539
9	81	540
9	81	640
9	81	707
9	81	673
9	81	564
9	81	844
9	81	587
9	81	678
9	81	816
9	81	644
7	89	658
7	89	630
7	89	499
7	89	656
7	89	776
7	89	781
7	89	615
7	89	751
7	89	617
7	89	544
8	89	613
8	89	593
8	89	702
8	89	866
8	89	655
8	89	517
8	89	761
8	89	817
8	89	659
8	89	511
9	89	527
9	89	527
9	89	717
9	89	752
9	89	828
9	89	830
9	89	759
9	89	791
9	89	573
9	89	714
9	97	589
9	97	549
9	97	731
9	97	723
9	97	741
9	97	589
9	97	765
9	97	518
9	97	696
9	97	717
8	97	580
8	97	765
8	97	515
8	97	556
8	97	622
8	97	697
8	97	527
8	97	496
8	97	793
8	97	653
7	97	562
7	97	697
7	97	580
7	97	717
7	97	645
7	97	763
7	97	724
7	97	622
7	97	779
7	97	501
11	169	724
11	169	769
11	169	585
11	169	836
11	169	621
11	169	719
11	169	856
11	169	600
11	169	767
11	169	791
10	169	534
10	169	531
