cell	x	y	z	host
0	2000.000000	500.000000	125.000000	0
8	666.500000	499.500000	125.000000	0
16	1000.000000	250.000000	400.000000	0
24	68.500000	225.000000	125.000000	0
32	68.500000	945.000000	125.000000	0
40	205.500000	675.000000	125.000000	0
48	342.500000	405.000000	125.000000	0
56	479.500000	135.000000	125.000000	0
64	479.500000	855.000000	125.000000	0
72	616.500000	585.000000	125.000000	0
80	753.500000	315.000000	125.000000	0
88	890.500000	45.000000	125.000000	0
96	890.500000	765.000000	125.000000	0
104	1027.500000	495.000000	125.000000	0
112	1164.500000	225.000000	125.000000	0
120	1164.500000	945.000000	125.000000	0
128	1301.500000	675.000000	125.000000	0
136	1438.500000	405.000000	125.000000	0
144	1575.500000	135.000000	125.000000	0
152	1575.500000	855.000000	125.000000	0
160	1712.500000	585.000000	125.000000	0
168	1849.500000	315.000000	125.000000	0
176	1986.500000	45.000000	125.000000	0
184	1986.500000	765.000000	125.000000	0
192	2123.500000	495.000000	125.000000	0
200	2260.500000	225.000000	125.000000	0
208	2260.500000	945.000000	125.000000	0
216	2397.500000	675.000000	125.000000	0
224	2534.500000	405.000000	125.000000	0
232	2671.500000	135.000000	125.000000	0
240	2671.500000	855.000000	125.000000	0
248	2808.500000	585.000000	125.000000	0
256	2945.500000	315.000000	125.000000	0
264	3082.500000	45.000000	125.000000	0
272	3082.500000	765.000000	125.000000	0
280	3219.500000	495.000000	125.000000	0
288	3356.500000	225.000000	125.000000	0
296	3356.500000	945.000000	125.000000	0
304	3493.500000	675.000000	125.000000	0
312	3000.000000	499.500000	125.000000	0
320	57.000000	913.000000	250.000000	0
328	285.000000	249.000000	250.000000	0
336	399.000000	581.000000	250.000000	0
344	513.000000	913.000000	250.000000	0
352	741.000000	249.000000	250.000000	0
360	855.000000	581.000000	250.000000	0
368	969.000000	913.000000	250.000000	0
376	1197.000000	249.000000	250.000000	0
384	1311.000000	581.000000	250.000000	0
392	1425.000000	913.000000	250.000000	0
400	1653.000000	249.000000	250.000000	0
408	1767.000000	581.000000	250.000000	0
416	1881.000000	913.000000	250.000000	0
424	2109.000000	249.000000	250.000000	0
432	2223.000000	581.000000	250.000000	0
440	2337.000000	913.000000	250.000000	0
448	2565.000000	249.000000	250.000000	0
456	2679.000000	581.000000	250.000000	0
464	2793.000000	913.000000	250.000000	0
472	3021.000000	249.000000	250.000000	0
480	3135.000000	581.000000	250.000000	0
488	3249.000000	913.000000	250.000000	0
496	3477.000000	249.000000	250.000000	0
504	3591.000000	581.000000	250.000000	0
1	2000.000000	250.000000	125.000000	1
9	666.500000	832.500000	125.000000	1
17	1000.000000	750.000000	400.000000	1
25	68.500000	315.000000	125.000000	1
33	205.500000	45.000000	125.000000	1
41	205.500000	765.000000	125.000000	1
49	342.500000	495.000000	125.000000	1
57	479.500000	225.000000	125.000000	1
65	479.500000	945.000000	125.000000	1
73	616.500000	675.000000	125.000000	1
81	753.500000	405.000000	125.000000	1
89	890.500000	135.000000	125.000000	1
97	890.500000	855.000000	125.000000	1
105	1027.500000	585.000000	125.000000	1
113	1164.500000	315.000000	125.000000	1
121	1301.500000	45.000000	125.000000	1
129	1301.500000	765.000000	125.000000	1
137	1438.500000	495.000000	125.000000	1
145	1575.500000	225.000000	125.000000	1
153	1575.500000	945.000000	125.000000	1
161	1712.500000	675.000000	125.000000	1
169	1849.500000	405.000000	125.000000	1
177	1986.500000	135.000000	125.000000	1
185	1986.500000	855.000000	125.000000	1
193	2123.500000	585.000000	125.000000	1
201	2260.500000	315.000000	125.000000	1
209	2397.500000	45.000000	125.000000	1
217	2397.500000	765.000000	125.000000	1
225	2534.500000	495.000000	125.000000	1
233	2671.500000	225.000000	125.000000	1
241	2671.500000	945.000000	125.000000	1
249	2808.500000	675.000000	125.000000	1
257	2945.500000	405.000000	125.000000	1
265	3082.500000	135.000000	125.000000	1
273	3082.500000	855.000000	125.000000	1
281	3219.500000	585.000000	125.000000	1
289	3356.500000	315.000000	125.000000	1
297	3493.500000	45.000000	125.000000	1
305	3493.500000	765.000000	125.000000	1
313	3000.000000	832.500000	125.000000	1
321	171.000000	83.000000	250.000000	1
329	285.000000	415.000000	250.000000	1
337	399.000000	747.000000	250.000000	1
345	627.000000	83.000000	250.000000	1
353	741.000000	415.000000	250.000000	1
361	855.000000	747.000000	250.000000	1
369	1083.000000	83.000000	250.000000	1
377	1197.000000	415.000000	250.000000	1
385	1311.000000	747.000000	250.000000	1
393	1539.000000	83.000000	250.000000	1
401	1653.000000	415.000000	250.000000	1
409	1767.000000	747.000000	250.000000	1
417	1995.000000	83.000000	250.000000	1
425	2109.000000	415.000000	250.000000	1
433	2223.000000	747.000000	250.000000	1
441	2451.000000	83.000000	250.000000	1
449	2565.000000	415.000000	250.000000	1
457	2679.000000	747.000000	250.000000	1
465	2907.000000	83.000000	250.000000	1
473	3021.000000	415.000000	250.000000	1
481	3135.000000	747.000000	250.000000	1
489	3363.000000	83.000000	250.000000	1
497	3477.000000	415.000000	250.000000	1
505	3591.000000	747.000000	250.000000	1
2	2000.000000	750.000000	125.000000	2
10	1999.500000	166.500000	125.000000	2
18	3000.000000	250.000000	400.000000	2
26	68.500000	405.000000	125.000000	2
34	205.500000	135.000000	125.000000	2
42	205.500000	855.000000	125.000000	2
50	342.500000	585.000000	125.000000	2
58	479.500000	315.000000	125.000000	2
66	616.500000	45.000000	125.000000	2
74	616.500000	765.000000	125.000000	2
82	753.500000	495.000000	125.000000	2
90	890.500000	225.000000	125.000000	2
98	890.500000	945.000000	125.000000	2
106	1027.500000	675.000000	125.000000	2
114	1164.500000	405.000000	125.000000	2
122	1301.500000	135.000000	125.000000	2
130	1301.500000	855.000000	125.000000	2
138	1438.500000	585.000000	125.000000	2
146	1575.500000	315.000000	125.000000	2
154	1712.500000	45.000000	125.000000	2
162	1712.500000	765.000000	125.000000	2
170	1849.500000	495.000000	125.000000	2
178	1986.500000	225.000000	125.000000	2
186	1986.500000	945.000000	125.000000	2
194	2123.500000	675.000000	125.000000	2
202	2260.500000	405.000000	125.000000	2
210	2397.500000	135.000000	125.000000	2
218	2397.500000	855.000000	125.000000	2
226	2534.500000	585.000000	125.000000	2
234	2671.500000	315.000000	125.000000	2
242	2808.500000	45.000000	125.000000	2
250	2808.500000	765.000000	125.000000	2
258	2945.500000	495.000000	125.000000	2
266	3082.500000	225.000000	125.000000	2
274	3082.500000	945.000000	125.000000	2
282	3219.500000	675.000000	125.000000	2
290	3356.500000	405.000000	125.000000	2
298	3493.500000	135.000000	125.000000	2
306	3493.500000	855.000000	125.000000	2
314	2000.000000	500.000000	250.000000	2
322	171.000000	249.000000	250.000000	2
330	285.000000	581.000000	250.000000	2
338	399.000000	913.000000	250.000000	2
346	627.000000	249.000000	250.000000	2
354	741.000000	581.000000	250.000000	2
362	855.000000	913.000000	250.000000	2
370	1083.000000	249.000000	250.000000	2
378	1197.000000	581.000000	250.000000	2
386	1311.000000	913.000000	250.000000	2
394	1539.000000	249.000000	250.000000	2
402	1653.000000	581.000000	250.000000	2
410	1767.000000	913.000000	250.000000	2
418	1995.000000	249.000000	250.000000	2
426	2109.000000	581.000000	250.000000	2
434	2223.000000	913.000000	250.000000	2
442	2451.000000	249.000000	250.000000	2
450	2565.000000	581.000000	250.000000	2
458	2679.000000	913.000000	250.000000	2
466	2907.000000	249.000000	250.000000	2
474	3021.000000	581.000000	250.000000	2
482	3135.000000	913.000000	250.000000	2
490	3363.000000	249.000000	250.000000	2
498	3477.000000	581.000000	250.000000	2
506	3591.000000	913.000000	250.000000	2
3	1000.000000	250.000000	125.000000	3
11	1999.500000	499.500000	125.000000	3
19	3000.000000	750.000000	400.000000	3
27	68.500000	495.000000	125.000000	3
35	205.500000	225.000000	125.000000	3
43	205.500000	945.000000	125.000000	3
51	342.500000	675.000000	125.000000	3
59	479.500000	405.000000	125.000000	3
67	616.500000	135.000000	125.000000	3
75	616.500000	855.000000	125.000000	3
83	753.500000	585.000000	125.000000	3
91	890.500000	315.000000	125.000000	3
99	1027.500000	45.000000	125.000000	3
107	1027.500000	765.000000	125.000000	3
115	1164.500000	495.000000	125.000000	3
123	1301.500000	225.000000	125.000000	3
131	1301.500000	945.000000	125.000000	3
139	1438.500000	675.000000	125.000000	3
147	1575.500000	405.000000	125.000000	3
155	1712.500000	135.000000	125.000000	3
163	1712.500000	855.000000	125.000000	3
171	1849.500000	585.000000	125.000000	3
179	1986.500000	315.000000	125.000000	3
187	2123.500000	45.000000	125.000000	3
195	2123.500000	765.000000	125.000000	3
203	2260.500000	495.000000	125.000000	3
211	2397.500000	225.000000	125.000000	3
219	2397.500000	945.000000	125.000000	3
227	2534.500000	675.000000	125.000000	3
235	2671.500000	405.000000	125.000000	3
243	2808.500000	135.000000	125.000000	3
251	2808.500000	855.000000	125.000000	3
259	2945.500000	585.000000	125.000000	3
267	3082.500000	315.000000	125.000000	3
275	3219.500000	45.000000	125.000000	3
283	3219.500000	765.000000	125.000000	3
291	3356.500000	495.000000	125.000000	3
299	3493.500000	225.000000	125.000000	3
307	3493.500000	945.000000	125.000000	3
315	57.000000	83.000000	250.000000	3
323	171.000000	415.000000	250.000000	3
331	285.000000	747.000000	250.000000	3
339	513.000000	83.000000	250.000000	3
347	627.000000	415.000000	250.000000	3
355	741.000000	747.000000	250.000000	3
363	969.000000	83.000000	250.000000	3
371	1083.000000	415.000000	250.000000	3
379	1197.000000	747.000000	250.000000	3
387	1425.000000	83.000000	250.000000	3
395	1539.000000	415.000000	250.000000	3
403	1653.000000	747.000000	250.000000	3
411	1881.000000	83.000000	250.000000	3
419	1995.000000	415.000000	250.000000	3
427	2109.000000	747.000000	250.000000	3
435	2337.000000	83.000000	250.000000	3
443	2451.000000	415.000000	250.000000	3
451	2565.000000	747.000000	250.000000	3
459	2793.000000	83.000000	250.000000	3
467	2907.000000	415.000000	250.000000	3
475	3021.000000	747.000000	250.000000	3
483	3249.000000	83.000000	250.000000	3
491	3363.000000	415.000000	250.000000	3
499	3477.000000	747.000000	250.000000	3
4	1000.000000	750.000000	125.000000	4
12	1999.500000	832.500000	125.000000	4
20	1000.000000	500.000000	50.000000	4
28	68.500000	585.000000	125.000000	4
36	205.500000	315.000000	125.000000	4
44	342.500000	45.000000	125.000000	4
52	342.500000	765.000000	125.000000	4
60	479.500000	495.000000	125.000000	4
68	616.500000	225.000000	125.000000	4
76	616.500000	945.000000	125.000000	4
84	753.500000	675.000000	125.000000	4
92	890.500000	405.000000	125.000000	4
100	1027.500000	135.000000	125.000000	4
108	1027.500000	855.000000	125.000000	4
116	1164.500000	585.000000	125.000000	4
124	1301.500000	315.000000	125.000000	4
132	1438.500000	45.000000	125.000000	4
140	1438.500000	765.000000	125.000000	4
148	1575.500000	495.000000	125.000000	4
156	1712.500000	225.000000	125.000000	4
164	1712.500000	945.000000	125.000000	4
172	1849.500000	675.000000	125.000000	4
180	1986.500000	405.000000	125.000000	4
188	2123.500000	135.000000	125.000000	4
196	2123.500000	855.000000	125.000000	4
204	2260.500000	585.000000	125.000000	4
212	2397.500000	315.000000	125.000000	4
220	2534.500000	45.000000	125.000000	4
228	2534.500000	765.000000	125.000000	4
236	2671.500000	495.000000	125.000000	4
244	2808.500000	225.000000	125.000000	4
252	2808.500000	945.000000	125.000000	4
260	2945.500000	675.000000	125.000000	4
268	3082.500000	405.000000	125.000000	4
276	3219.500000	135.000000	125.000000	4
284	3219.500000	855.000000	125.000000	4
292	3356.500000	585.000000	125.000000	4
300	3493.500000	315.000000	125.000000	4
308	1000.000000	166.500000	125.000000	4
316	57.000000	249.000000	250.000000	4
324	171.000000	581.000000	250.000000	4
332	285.000000	913.000000	250.000000	4
340	513.000000	249.000000	250.000000	4
348	627.000000	581.000000	250.000000	4
356	741.000000	913.000000	250.000000	4
364	969.000000	249.000000	250.000000	4
372	1083.000000	581.000000	250.000000	4
380	1197.000000	913.000000	250.000000	4
388	1425.000000	249.000000	250.000000	4
396	1539.000000	581.000000	250.000000	4
404	1653.000000	913.000000	250.000000	4
412	1881.000000	249.000000	250.000000	4
420	1995.000000	581.000000	250.000000	4
428	2109.000000	913.000000	250.000000	4
436	2337.000000	249.000000	250.000000	4
444	2451.000000	581.000000	250.000000	4
452	2565.000000	913.000000	250.000000	4
460	2793.000000	249.000000	250.000000	4
468	2907.000000	581.000000	250.000000	4
476	3021.000000	913.000000	250.000000	4
484	3249.000000	249.000000	250.000000	4
492	3363.000000	581.000000	250.000000	4
500	3477.000000	913.000000	250.000000	4
5	3000.000000	250.000000	125.000000	5
13	3332.500000	166.500000	125.000000	5
21	3000.000000	500.000000	50.000000	5
29	68.500000	675.000000	125.000000	5
37	205.500000	405.000000	125.000000	5
45	342.500000	135.000000	125.000000	5
53	342.500000	855.000000	125.000000	5
61	479.500000	585.000000	125.000000	5
69	616.500000	315.000000	125.000000	5
77	753.500000	45.000000	125.000000	5
85	753.500000	765.000000	125.000000	5
93	890.500000	495.000000	125.000000	5
101	1027.500000	225.000000	125.000000	5
109	1027.500000	945.000000	125.000000	5
117	1164.500000	675.000000	125.000000	5
125	1301.500000	405.000000	125.000000	5
133	1438.500000	135.000000	125.000000	5
141	1438.500000	855.000000	125.000000	5
149	1575.500000	585.000000	125.000000	5
157	1712.500000	315.000000	125.000000	5
165	1849.500000	45.000000	125.000000	5
173	1849.500000	765.000000	125.000000	5
181	1986.500000	495.000000	125.000000	5
189	2123.500000	225.000000	125.000000	5
197	2123.500000	945.000000	125.000000	5
205	2260.500000	675.000000	125.000000	5
213	2397.500000	405.000000	125.000000	5
221	2534.500000	135.000000	125.000000	5
229	2534.500000	855.000000	125.000000	5
237	2671.500000	585.000000	125.000000	5
245	2808.500000	315.000000	125.000000	5
253	2945.500000	45.000000	125.000000	5
261	2945.500000	765.000000	125.000000	5
269	3082.500000	495.000000	125.000000	5
277	3219.500000	225.000000	125.000000	5
285	3219.500000	945.000000	125.000000	5
293	3356.500000	675.000000	125.000000	5
301	3493.500000	405.000000	125.000000	5
309	1000.000000	499.500000	125.000000	5
317	57.000000	415.000000	250.000000	5
325	171.000000	747.000000	250.000000	5
333	399.000000	83.000000	250.000000	5
341	513.000000	415.000000	250.000000	5
349	627.000000	747.000000	250.000000	5
357	855.000000	83.000000	250.000000	5
365	969.000000	415.000000	250.000000	5
373	1083.000000	747.000000	250.000000	5
381	1311.000000	83.000000	250.000000	5
389	1425.000000	415.000000	250.000000	5
397	1539.000000	747.000000	250.000000	5
405	1767.000000	83.000000	250.000000	5
413	1881.000000	415.000000	250.000000	5
421	1995.000000	747.000000	250.000000	5
429	2223.000000	83.000000	250.000000	5
437	2337.000000	415.000000	250.000000	5
445	2451.000000	747.000000	250.000000	5
453	2679.000000	83.000000	250.000000	5
461	2793.000000	415.000000	250.000000	5
469	2907.000000	747.000000	250.000000	5
477	3135.000000	83.000000	250.000000	5
485	3249.000000	415.000000	250.000000	5
493	3363.000000	747.000000	250.000000	5
501	3591.000000	83.000000	250.000000	5
6	3000.000000	750.000000	125.000000	6
14	3332.500000	499.500000	125.000000	6
22	68.500000	45.000000	125.000000	6
30	68.500000	765.000000	125.000000	6
38	205.500000	495.000000	125.000000	6
46	342.500000	225.000000	125.000000	6
54	342.500000	945.000000	125.000000	6
62	479.500000	675.000000	125.000000	6
70	616.500000	405.000000	125.000000	6
78	753.500000	135.000000	125.000000	6
86	753.500000	855.000000	125.000000	6
94	890.500000	585.000000	125.000000	6
102	1027.500000	315.000000	125.000000	6
110	1164.500000	45.000000	125.000000	6
118	1164.500000	765.000000	125.000000	6
126	1301.500000	495.000000	125.000000	6
134	1438.500000	225.000000	125.000000	6
142	1438.500000	945.000000	125.000000	6
150	1575.500000	675.000000	125.000000	6
158	1712.500000	405.000000	125.000000	6
166	1849.500000	135.000000	125.000000	6
174	1849.500000	855.000000	125.000000	6
182	1986.500000	585.000000	125.000000	6
190	2123.500000	315.000000	125.000000	6
198	2260.500000	45.000000	125.000000	6
206	2260.500000	765.000000	125.000000	6
214	2397.500000	495.000000	125.000000	6
222	2534.500000	225.000000	125.000000	6
230	2534.500000	945.000000	125.000000	6
238	2671.500000	675.000000	125.000000	6
246	2808.500000	405.000000	125.000000	6
