cell	x	y	z	host
0	2000.000000	500.000000	125.000000	0
2	2000.000000	750.000000	125.000000	0
4	1000.000000	750.000000	125.000000	0
6	3000.000000	750.000000	125.000000	0
8	666.500000	499.500000	125.000000	0
10	1999.500000	166.500000	125.000000	0
12	1999.500000	832.500000	125.000000	0
14	3332.500000	499.500000	125.000000	0
16	1000.000000	250.000000	400.000000	0
18	3000.000000	250.000000	400.000000	0
20	1000.000000	500.000000	50.000000	0
22	68.500000	45.000000	125.000000	0
24	68.500000	225.000000	125.000000	0
26	68.500000	405.000000	125.000000	0
28	68.500000	585.000000	125.000000	0
30	68.500000	765.000000	125.000000	0
32	68.500000	945.000000	125.000000	0
34	205.500000	135.000000	125.000000	0
36	205.500000	315.000000	125.000000	0
38	205.500000	495.000000	125.000000	0
40	205.500000	675.000000	125.000000	0
42	205.500000	855.000000	125.000000	0
44	342.500000	45.000000	125.000000	0
46	342.500000	225.000000	125.000000	0
48	342.500000	405.000000	125.000000	0
50	342.500000	585.000000	125.000000	0
52	342.500000	765.000000	125.000000	0
54	342.500000	945.000000	125.000000	0
56	479.500000	135.000000	125.000000	0
58	479.500000	315.000000	125.000000	0
60	479.500000	495.000000	125.000000	0
62	479.500000	675.000000	125.000000	0
64	479.500000	855.000000	125.000000	0
66	616.500000	45.000000	125.000000	0
68	616.500000	225.000000	125.000000	0
70	616.500000	405.000000	125.000000	0
72	616.500000	585.000000	125.000000	0
74	616.500000	765.000000	125.000000	0
76	616.500000	945.000000	125.000000	0
78	753.500000	135.000000	125.000000	0
80	753.500000	315.000000	125.000000	0
82	753.500000	495.000000	125.000000	0
84	753.500000	675.000000	125.000000	0
86	753.500000	855.000000	125.000000	0
88	890.500000	45.000000	125.000000	0
90	890.500000	225.000000	125.000000	0
92	890.500000	405.000000	125.000000	0
94	890.500000	585.000000	125.000000	0
96	890.500000	765.000000	125.000000	0
98	890.500000	945.000000	125.000000	0
100	1027.500000	135.000000	125.000000	0
102	1027.500000	315.000000	125.000000	0
104	1027.500000	495.000000	125.000000	0
106	1027.500000	675.000000	125.000000	0
108	1027.500000	855.000000	125.000000	0
110	1164.500000	45.000000	125.000000	0
112	1164.500000	225.000000	125.000000	0
114	1164.500000	405.000000	125.000000	0
116	1164.500000	585.000000	125.000000	0
118	1164.500000	765.000000	125.000000	0
120	1164.500000	945.000000	125.000000	0
122	1301.500000	135.000000	125.000000	0
124	1301.500000	315.000000	125.000000	0
126	1301.500000	495.000000	125.000000	0
128	1301.500000	675.000000	125.000000	0
130	1301.500000	855.000000	125.000000	0
132	1438.500000	45.000000	125.000000	0
134	1438.500000	225.000000	125.000000	0
136	1438.500000	405.000000	125.000000	0
138	1438.500000	585.000000	125.000000	0
140	1438.500000	765.000000	125.000000	0
142	1438.500000	945.000000	125.000000	0
144	1575.500000	135.000000	125.000000	0
146	1575.500000	315.000000	125.000000	0
148	1575.500000	495.000000	125.000000	0
150	1575.500000	675.000000	125.000000	0
152	1575.500000	855.000000	125.000000	0
154	1712.500000	45.000000	125.000000	0
156	1712.500000	225.000000	125.000000	0
158	1712.500000	405.000000	125.000000	0
160	1712.500000	585.000000	125.000000	0
162	1712.500000	765.000000	125.000000	0
164	1712.500000	945.000000	125.000000	0
166	1849.500000	135.000000	125.000000	0
168	1849.500000	315.000000	125.000000	0
