cell	x	y	z	host
317	3630.500000	855.000000	125.000000	1
321	3767.500000	225.000000	125.000000	1
325	3767.500000	585.000000	125.000000	1
329	3767.500000	945.000000	125.000000	1
333	3904.500000	315.000000	125.000000	1
337	3000.000000	166.500000	125.000000	1
341	57.000000	83.000000	250.000000	1
345	57.000000	747.000000	250.000000	1
349	171.000000	415.000000	250.000000	1
353	285.000000	83.000000	250.000000	1
357	285.000000	747.000000	250.000000	1
361	399.000000	415.000000	250.000000	1
365	513.000000	83.000000	250.000000	1
369	513.000000	747.000000	250.000000	1
373	627.000000	415.000000	250.000000	1
377	741.000000	83.000000	250.000000	1
381	741.000000	747.000000	250.000000	1
385	855.000000	415.000000	250.000000	1
389	969.000000	83.000000	250.000000	1
393	969.000000	747.000000	250.000000	1
397	1083.000000	415.000000	250.000000	1
401	1197.000000	83.000000	250.000000	1
405	1197.000000	747.000000	250.000000	1
409	1311.000000	415.000000	250.000000	1
413	1425.000000	83.000000	250.000000	1
417	1425.000000	747.000000	250.000000	1
421	1539.000000	415.000000	250.000000	1
425	1653.000000	83.000000	250.000000	1
429	1653.000000	747.000000	250.000000	1
433	1767.000000	415.000000	250.000000	1
437	1881.000000	83.000000	250.000000	1
441	1881.000000	747.000000	250.000000	1
445	1995.000000	415.000000	250.000000	1
449	2109.000000	83.000000	250.000000	1
453	2109.000000	747.000000	250.000000	1
457	2223.000000	415.000000	250.000000	1
461	2337.000000	83.000000	250.000000	1
465	2337.000000	747.000000	250.000000	1
469	2451.000000	415.000000	250.000000	1
473	2565.000000	83.000000	250.000000	1
477	2565.000000	747.000000	250.000000	1
481	2679.000000	415.000000	250.000000	1
485	2793.000000	83.000000	250.000000	1
489	2793.000000	747.000000	250.000000	1
493	2907.000000	415.000000	250.000000	1
497	3021.000000	83.000000	250.000000	1
501	3021.000000	747.000000	250.000000	1
505	3135.000000	415.000000	250.000000	1
509	3249.000000	83.000000	250.000000	1
513	3249.000000	747.000000	250.000000	1
517	3363.000000	415.000000	250.000000	1
521	3477.000000	83.000000	250.000000	1
525	3477.000000	747.000000	250.000000	1
529	3591.000000	415.000000	250.000000	1
533	3705.000000	83.000000	250.000000	1
537	3705.000000	747.000000	250.000000	1
541	3819.000000	415.000000	250.000000	1
545	3933.000000	83.000000	250.000000	1
549	62.500000	437.500000	400.000000	1
553	62.500000	937.500000	400.000000	1
557	187.500000	437.500000	400.000000	1
561	187.500000	937.500000	400.000000	1
565	312.500000	437.500000	400.000000	1
569	312.500000	937.500000	400.000000	1
573	437.500000	437.500000	400.000000	1
577	437.500000	937.500000	400.000000	1
581	562.500000	437.500000	400.000000	1
585	562.500000	937.500000	400.000000	1
589	687.500000	437.500000	400.000000	1
593	687.500000	937.500000	400.000000	1
597	812.500000	437.500000	400.000000	1
601	812.500000	937.500000	400.000000	1
605	937.500000	437.500000	400.000000	1
609	937.500000	937.500000	400.000000	1
613	1062.500000	437.500000	400.000000	1
617	1062.500000	937.500000	400.000000	1
621	1187.500000	437.500000	400.000000	1
625	1187.500000	937.500000	400.000000	1
629	1312.500000	437.500000	400.000000	1
633	1312.500000	937.500000	400.000000	1
637	1437.500000	437.500000	400.000000	1
641	1437.500000	937.500000	400.000000	1
645	1562.500000	437.500000	400.000000	1
649	1562.500000	937.500000	400.000000	1
653	1687.500000	437.500000	400.000000	1
657	1687.500000	937.500000	400.000000	1
661	1812.500000	437.500000	400.000000	1
665	1812.500000	937.500000	400.000000	1
669	1937.500000	437.500000	400.000000	1
673	1937.500000	937.500000	400.000000	1
677	2062.500000	437.500000	400.000000	1
681	2062.500000	937.500000	400.000000	1
685	2187.500000	437.500000	400.000000	1
689	2187.500000	937.500000	400.000000	1
693	2312.500000	437.500000	400.000000	1
697	2312.500000	937.500000	400.000000	1
701	2437.500000	437.500000	400.000000	1
705	2437.500000	937.500000	400.000000	1
709	2562.500000	437.500000	400.000000	1
713	2562.500000	937.500000	400.000000	1
717	2687.500000	437.500000	400.000000	1
721	2687.500000	937.500000	400.000000	1
725	2812.500000	437.500000	400.000000	1
729	2812.500000	937.500000	400.000000	1
733	2937.500000	437.500000	400.000000	1
737	2937.500000	937.500000	400.000000	1
741	3062.500000	437.500000	400.000000	1
745	3062.500000	937.500000	400.000000	1
749	3187.500000	437.500000	400.000000	1
753	3187.500000	937.500000	400.000000	1
757	3312.500000	437.500000	400.000000	1
761	3312.500000	937.500000	400.000000	1
765	3437.500000	437.500000	400.000000	1
769	3437.500000	937.500000	400.000000	1
773	3562.500000	437.500000	400.000000	1
777	3562.500000	937.500000	400.000000	1
781	3687.500000	437.500000	400.000000	1
785	3687.500000	937.500000	400.000000	1
789	3812.500000	437.500000	400.000000	1
793	3812.500000	937.500000	400.000000	1
2	2000.000000	750.000000	125.000000	2
6	3000.000000	750.000000	125.000000	2
10	1999.500000	166.500000	125.000000	2
14	3332.500000	499.500000	125.000000	2
18	3000.000000	250.000000	400.000000	2
22	68.500000	45.000000	125.000000	2
26	68.500000	405.000000	125.000000	2
30	68.500000	765.000000	125.000000	2
34	205.500000	135.000000	125.000000	2
38	205.500000	495.000000	125.000000	2
42	205.500000	855.000000	125.000000	2
46	342.500000	225.000000	125.000000	2
50	342.500000	585.000000	125.000000	2
54	342.500000	945.000000	125.000000	2
58	479.500000	315.000000	125.000000	2
62	479.500000	675.000000	125.000000	2
66	616.500000	45.000000	125.000000	2
70	616.500000	405.000000	125.000000	2
74	616.500000	765.000000	125.000000	2
78	753.500000	135.000000	125.000000	2
82	753.500000	495.000000	125.000000	2
86	753.500000	855.000000	125.000000	2
90	890.500000	225.000000	125.000000	2
94	890.500000	585.000000	125.000000	2
98	890.500000	945.000000	125.000000	2
102	1027.500000	315.000000	125.000000	2
106	1027.500000	675.000000	125.000000	2
110	1164.500000	45.000000	125.000000	2
114	1164.500000	405.000000	125.000000	2
118	1164.500000	765.000000	125.000000	2
122	1301.500000	135.000000	125.000000	2
126	1301.500000	495.000000	125.000000	2
130	1301.500000	855.000000	125.000000	2
134	1438.500000	225.000000	125.000000	2
138	1438.500000	585.000000	125.000000	2
142	1438.500000	945.000000	125.000000	2
146	1575.500000	315.000000	125.000000	2
150	1575.500000	675.000000	125.000000	2
154	1712.500000	45.000000	125.000000	2
158	1712.500000	405.000000	125.000000	2
162	1712.500000	765.000000	125.000000	2
166	1849.500000	135.000000	125.000000	2
170	1849.500000	495.000000	125.000000	2
174	1849.500000	855.000000	125.000000	2
178	1986.500000	225.000000	125.000000	2
182	1986.500000	585.000000	125.000000	2
186	1986.500000	945.000000	125.000000	2
190	2123.500000	315.000000	125.000000	2
194	2123.500000	675.000000	125.000000	2
198	2260.500000	45.000000	125.000000	2
202	2260.500000	405.000000	125.000000	2
206	2260.500000	765.000000	125.000000	2
210	2397.500000	135.000000	125.000000	2
214	2397.500000	495.000000	125.000000	2
218	2397.500000	855.000000	125.000000	2
222	2534.500000	225.000000	125.000000	2
226	2534.500000	585.000000	125.000000	2
230	2534.500000	945.000000	125.000000	2
234	2671.500000	315.000000	125.000000	2
238	2671.500000	675.000000	125.000000	2
242	2808.500000	45.000000	125.000000	2
246	2808.500000	405.000000	125.000000	2
250	2808.500000	765.000000	125.000000	2
254	2945.500000	135.000000	125.000000	2
258	2945.500000	495.000000	125.000000	2
262	2945.500000	855.000000	125.000000	2
266	3082.500000	225.000000	125.000000	2
270	3082.500000	585.000000	125.000000	2
274	3082.500000	945.000000	125.000000	2
278	3219.500000	315.000000	125.000000	2
282	3219.500000	675.000000	125.000000	2
286	3356.500000	45.000000	125.000000	2
290	3356.500000	405.000000	125.000000	2
294	3356.500000	765.000000	125.000000	2
298	3493.500000	135.000000	125.000000	2
302	3493.500000	495.000000	125.000000	2
306	3493.500000	855.000000	125.000000	2
310	3630.500000	225.000000	125.000000	2
314	3630.500000	585.000000	125.000000	2
318	3630.500000	945.000000	125.000000	2
322	3767.500000	315.000000	125.000000	2
326	3767.500000	675.000000	125.000000	2
330	3904.500000	45.000000	125.000000	2
334	1000.000000	166.500000	125.000000	2
338	3000.000000	499.500000	125.000000	2
342	57.000000	249.000000	250.000000	2
346	57.000000	913.000000	250.000000	2
350	171.000000	581.000000	250.000000	2
354	285.000000	249.000000	250.000000	2
358	285.000000	913.000000	250.000000	2
362	399.000000	581.000000	250.000000	2
366	513.000000	249.000000	250.000000	2
370	513.000000	913.000000	250.000000	2
374	627.000000	581.000000	250.000000	2
378	741.000000	249.000000	250.000000	2
382	741.000000	913.000000	250.000000	2
386	855.000000	581.000000	250.000000	2
390	969.000000	249.000000	250.000000	2
394	969.000000	913.000000	250.000000	2
398	1083.000000	581.000000	250.000000	2
402	1197.000000	249.000000	250.000000	2
406	1197.000000	913.000000	250.000000	2
410	1311.000000	581.000000	250.000000	2
414	1425.000000	249.000000	250.000000	2
418	1425.000000	913.000000	250.000000	2
422	1539.000000	581.000000	250.000000	2
426	1653.000000	249.000000	250.000000	2
430	1653.000000	913.000000	250.000000	2
434	1767.000000	581.000000	250.000000	2
438	1881.000000	249.000000	250.000000	2
442	1881.000000	913.000000	250.000000	2
446	1995.000000	581.000000	250.000000	2
450	2109.000000	249.000000	250.000000	2
454	2109.000000	913.000000	250.000000	2
458	2223.000000	581.000000	250.000000	2
462	2337.000000	249.000000	250.000000	2
466	2337.000000	913.000000	250.000000	2
470	2451.000000	581.000000	250.000000	2
474	2565.000000	249.000000	250.000000	2
478	2565.000000	913.000000	250.000000	2
482	2679.000000	581.000000	250.000000	2
486	2793.000000	249.000000	250.000000	2
490	2793.000000	913.000000	250.000000	2
494	2907.000000	581.000000	250.000000	2
498	3021.000000	249.000000	250.000000	2
502	3021.000000	913.000000	250.000000	2
506	3135.000000	581.000000	250.000000	2
510	3249.000000	249.000000	250.000000	2
514	3249.000000	913.000000	250.000000	2
518	3363.000000	581.000000	250.000000	2
522	3477.000000	249.000000	250.000000	2
526	3477.000000	913.000000	250.000000	2
530	3591.000000	581.000000	250.000000	2
534	3705.000000	249.000000	250.000000	2
538	3705.000000	913.000000	250.000000	2
542	3819.000000	581.000000	250.000000	2
546	62.500000	62.500000	400.000000	2
550	62.500000	562.500000	400.000000	2
554	187.500000	62.500000	400.000000	2
558	187.500000	562.500000	400.000000	2
562	312.500000	62.500000	400.000000	2
566	312.500000	562.500000	400.000000	2
570	437.500000	62.500000	400.000000	2
574	437.500000	562.500000	400.000000	2
578	562.500000	62.500000	400.000000	2
582	562.500000	562.500000	400.000000	2
586	687.500000	62.500000	400.000000	2
590	687.500000	562.500000	400.000000	2
594	812.500000	62.500000	400.000000	2
598	812.500000	562.500000	400.000000	2
602	937.500000	62.500000	400.000000	2
606	937.500000	562.500000	400.000000	2
610	1062.500000	62.500000	400.000000	2
614	1062.500000	562.500000	400.000000	2
618	1187.500000	62.500000	400.000000	2
622	1187.500000	562.500000	400.000000	2
626	1312.500000	62.500000	400.000000	2
630	1312.500000	562.500000	400.000000	2
634	1437.500000	62.500000	400.000000	2
638	1437.500000	562.500000	400.000000	2
642	1562.500000	62.500000	400.000000	2
646	1562.500000	562.500000	400.000000	2
650	1687.500000	62.500000	400.000000	2
654	1687.500000	562.500000	400.000000	2
658	1812.500000	62.500000	400.000000	2
662	1812.500000	562.500000	400.000000	2
666	1937.500000	62.500000	400.000000	2
670	1937.500000	562.500000	400.000000	2
674	2062.500000	62.500000	400.000000	2
678	2062.500000	562.500000	400.000000	2
682	2187.500000	62.500000	400.000000	2
686	2187.500000	562.500000	400.000000	2
690	2312.500000	62.500000	400.000000	2
694	2312.500000	562.500000	400.000000	2
698	2437.500000	62.500000	400.000000	2
702	2437.500000	562.500000	400.000000	2
706	2562.500000	62.500000	400.000000	2
710	2562.500000	562.500000	400.000000	2
714	2687.500000	62.500000	400.000000	2
718	2687.500000	562.500000	400.000000	2
722	2812.500000	62.500000	400.000000	2
726	2812.500000	562.500000	400.000000	2
730	2937.500000	62.500000	400.000000	2
734	2937.500000	562.500000	400.000000	2
738	3062.500000	62.500000	400.000000	2
742	3062.500000	562.500000	400.000000	2
746	3187.500000	62.500000	400.000000	2
750	3187.500000	562.500000	400.000000	2
754	3312.500000	62.500000	400.000000	2
758	3312.500000	562.500000	400.000000	2
762	3437.500000	62.500000	400.000000	2
766	3437.500000	562.500000	400.000000	2
770	3562.500000	62.500000	400.000000	2
774	3562.500000	562.500000	400.000000	2
778	3687.500000	62.500000	400.000000	2
782	3687.500000	562.500000	400.000000	2
786	3812.500000	62.500000	400.000000	2
790	3812.500000	562.500000	400.000000	2
794	3937.500000	62.500000	400.000000	2
3	1000.000000	250.000000	125.000000	3
7	666.500000	166.500000	125.000000	3
11	1999.500000	499.500000	125.000000	3
15	3332.500000	832.500000	125.000000	3
19	3000.000000	750.000000	400.000000	3
23	68.500000	135.000000	125.000000	3
27	68.500000	495.000000	125.000000	3
31	68.500000	855.000000	125.000000	3
35	205.500000	225.000000	125.000000	3
39	205.500000	585.000000	125.000000	3
43	205.500000	945.000000	125.000000	3
47	342.500000	315.000000	125.000000	3
51	342.500000	675.000000	125.000000	3
55	479.500000	45.000000	125.000000	3
59	479.500000	405.000000	125.000000	3
63	479.500000	765.000000	125.000000	3
67	616.500000	135.000000	125.000000	3
71	616.500000	495.000000	125.000000	3
75	616.500000	855.000000	125.000000	3
79	753.500000	225.000000	125.000000	3
83	753.500000	585.000000	125.000000	3
87	753.500000	945.000000	125.000000	3
91	890.500000	315.000000	125.000000	3
95	890.500000	675.000000	125.000000	3
99	1027.500000	45.000000	125.000000	3
103	1027.500000	405.000000	125.000000	3
107	1027.500000	765.000000	125.000000	3
111	1164.500000	135.000000	125.000000	3
115	1164.500000	495.000000	125.000000	3
119	1164.500000	855.000000	125.000000	3
123	1301.500000	225.000000	125.000000	3
127	1301.500000	585.000000	125.000000	3
131	1301.500000	945.000000	125.000000	3
135	1438.500000	315.000000	125.000000	3
139	1438.500000	675.000000	125.000000	3
143	1575.500000	45.000000	125.000000	3
147	1575.500000	405.000000	125.000000	3
151	1575.500000	765.000000	125.000000	3
155	1712.500000	135.000000	125.000000	3
159	1712.500000	495.000000	125.000000	3
163	1712.500000	855.000000	125.000000	3
167	1849.500000	225.000000	125.000000	3
171	1849.500000	585.000000	125.000000	3
175	1849.500000	945.000000	125.000000	3
179	1986.500000	315.000000	125.000000	3
183	1986.500000	675.000000	125.000000	3
187	2123.500000	45.000000	125.000000	3
191	2123.500000	405.000000	125.000000	3
195	2123.500000	765.000000	125.000000	3
199	2260.500000	135.000000	125.000000	3
203	2260.500000	495.000000	125.000000	3
207	2260.500000	855.000000	125.000000	3
211	2397.500000	225.000000	125.000000	3
215	2397.500000	585.000000	125.000000	3
219	2397.500000	945.000000	125.000000	3
223	2534.500000	315.000000	125.000000	3
227	2534.500000	675.000000	125.000000	3
231	2671.500000	45.000000	125.000000	3
235	2671.500000	405.000000	125.000000	3
239	2671.500000	765.000000	125.000000	3
243	2808.500000	135.000000	125.000000	3
247	2808.500000	495.000000	125.000000	3
251	2808.500000	855.000000	125.000000	3
255	2945.500000	225.000000	125.000000	3
259	2945.500000	585.000000	125.000000	3
263	2945.500000	945.000000	125.000000	3
267	3082.500000	315.000000	125.000000	3
271	3082.500000	675.000000	125.000000	3
275	3219.500000	45.000000	125.000000	3
279	3219.500000	405.000000	125.000000	3
283	3219.500000	765.000000	125.000000	3
287	3356.500000	135.000000	125.000000	3
291	3356.500000	495.000000	125.000000	3
295	3356.500000	855.000000	125.000000	3
299	3493.500000	225.000000	125.000000	3
303	3493.500000	585.000000	125.000000	3
307	3493.500000	945.000000	125.000000	3
311	3630.500000	315.000000	125.000000	3
315	3630.500000	675.000000	125.000000	3
319	3767.500000	45.000000	125.000000	3
323	3767.500000	405.000000	125.000000	3
327	3767.500000	765.000000	125.000000	3
331	3904.500000	135.000000	125.000000	3
335	1000.000000	499.500000	125.000000	3
339	3000.000000	832.500000	125.000000	3
343	57.000000	415.000000	250.000000	3
347	171.000000	83.000000	250.000000	3
351	171.000000	747.000000	250.000000	3
355	285.000000	415.000000	250.000000	3
359	399.000000	83.000000	250.000000	3
363	399.000000	747.000000	250.000000	3
367	513.000000	415.000000	250.000000	3
371	627.000000	83.000000	250.000000	3
375	627.000000	747.000000	250.000000	3
379	741.000000	415.000000	250.000000	3
383	855.000000	83.000000	250.000000	3
387	855.000000	747.000000	250.000000	3
391	969.000000	415.000000	250.000000	3
395	1083.000000	83.000000	250.000000	3
399	1083.000000	747.000000	250.000000	3
403	1197.000000	415.000000	250.000000	3
407	1311.000000	83.000000	250.000000	3
411	1311.000000	747.000000	250.000000	3
415	1425.000000	415.000000	250.000000	3
419	1539.000000	83.000000	250.000000	3
423	1539.000000	747.000000	250.000000	3
427	1653.000000	415.000000	250.000000	3
431	1767.000000	83.000000	250.000000	3
435	1767.000000	747.000000	250.000000	3
439	1881.000000	415.000000	250.000000	3
