cell	x	y	z	host
0	2000.000000	500.000000	125.000000	0
3	1000.000000	250.000000	125.000000	0
6	3000.000000	750.000000	125.000000	0
9	666.500000	832.500000	125.000000	0
12	1999.500000	832.500000	125.000000	0
15	3332.500000	832.500000	125.000000	0
18	3000.000000	250.000000	400.000000	0
21	3000.000000	500.000000	50.000000	0
24	68.500000	225.000000	125.000000	0
27	68.500000	495.000000	125.000000	0
30	68.500000	765.000000	125.000000	0
33	205.500000	45.000000	125.000000	0
36	205.500000	315.000000	125.000000	0
39	205.500000	585.000000	125.000000	0
42	205.500000	855.000000	125.000000	0
45	342.500000	135.000000	125.000000	0
48	342.500000	405.000000	125.000000	0
51	342.500000	675.000000	125.000000	0
54	342.500000	945.000000	125.000000	0
57	479.500000	225.000000	125.000000	0
60	479.500000	495.000000	125.000000	0
63	479.500000	765.000000	125.000000	0
66	616.500000	45.000000	125.000000	0
69	616.500000	315.000000	125.000000	0
72	616.500000	585.000000	125.000000	0
75	616.500000	855.000000	125.000000	0
78	753.500000	135.000000	125.000000	0
81	753.500000	405.000000	125.000000	0
84	753.500000	675.000000	125.000000	0
87	753.500000	945.000000	125.000000	0
90	890.500000	225.000000	125.000000	0
93	890.500000	495.000000	125.000000	0
96	890.500000	765.000000	125.000000	0
99	1027.500000	45.000000	125.000000	0
102	1027.500000	315.000000	125.000000	0
105	1027.500000	585.000000	125.000000	0
108	1027.500000	855.000000	125.000000	0
111	1164.500000	135.000000	125.000000	0
114	1164.500000	405.000000	125.000000	0
117	1164.500000	675.000000	125.000000	0
120	1164.500000	945.000000	125.000000	0
123	1301.500000	225.000000	125.000000	0
126	1301.500000	495.000000	125.000000	0
129	1301.500000	765.000000	125.000000	0
132	1438.500000	45.000000	125.000000	0
135	1438.500000	315.000000	125.000000	0
138	1438.500000	585.000000	125.000000	0
141	1438.500000	855.000000	125.000000	0
144	1575.500000	135.000000	125.000000	0
147	1575.500000	405.000000	125.000000	0
150	1575.500000	675.000000	125.000000	0
153	1575.500000	945.000000	125.000000	0
156	1712.500000	225.000000	125.000000	0
159	1712.500000	495.000000	125.000000	0
162	1712.500000	765.000000	125.000000	0
165	1849.500000	45.000000	125.000000	0
168	1849.500000	315.000000	125.000000	0
171	1849.500000	585.000000	125.000000	0
174	1849.500000	855.000000	125.000000	0
177	1986.500000	135.000000	125.000000	0
180	1986.500000	405.000000	125.000000	0
183	1986.500000	675.000000	125.000000	0
186	1986.500000	945.000000	125.000000	0
189	2123.500000	225.000000	125.000000	0
192	2123.500000	495.000000	125.000000	0
195	2123.500000	765.000000	125.000000	0
198	2260.500000	45.000000	125.000000	0
201	2260.500000	315.000000	125.000000	0
204	2260.500000	585.000000	125.000000	0
207	2260.500000	855.000000	125.000000	0
210	2397.500000	135.000000	125.000000	0
213	2397.500000	405.000000	125.000000	0
216	2397.500000	675.000000	125.000000	0
219	2397.500000	945.000000	125.000000	0
222	2534.500000	225.000000	125.000000	0
225	2534.500000	495.000000	125.000000	0
228	2534.500000	765.000000	125.000000	0
231	2671.500000	45.000000	125.000000	0
234	2671.500000	315.000000	125.000000	0
237	2671.500000	585.000000	125.000000	0
240	2671.500000	855.000000	125.000000	0
